Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr}
12.5,2.7,51,93500,0,0,284,0,0,0,0,0,0,0,90,1,10,10,16,1981,9,0,89,0.081,0,88,0.17,0,1
12.3,3.3,54,93400,0,0,284,0,0,0,0,0,0,0,68,1,10,10,3.2,610,9,0,89,0.081,0,88,0.17,0,1
12.1,4.4,60,93400,0,0,286,0,0,0,0,0,0,0,68,1,10,10,4,610,9,0,89,0.081,0,88,0.17,0,1
11.7,3.9,59,93400,0,0,283,0,0,0,0,0,0,0,113,2,10,10,11.2,1676,9,0,89,0.081,0,88,0.17,0,1
11.8,4.2,60,93400,0,0,284,0,0,0,0,0,0,0,338,1,10,10,6.4,1676,9,0,89,0.081,0,88,0.17,0,1
8.9,4.4,74,93400,0,0,273,0,0,0,0,0,0,0,293,2,10,10,9.6,122,9,0,89,0.08,0,88,0.17,0,1
9.3,4.2,70,93300,0,0,274,0,0,0,0,0,0,0,338,1,10,10,6.4,61,9,0,89,0.08,0,88,0.17,0,1
9.3,3.6,68,93300,0,0,273,0,0,0,0,0,0,0,360,1,10,10,2.4,61,9,0,100,0.08,0,88,0.17,0,1
9,3.3,68,93400,0,0,271,0,0,0,0,0,0,0,338,1,10,10,9.6,61,9,0,100,0.08,0,88,0.17,0,1
8.3,3,69,93400,0,0,268,0,0,0,0,0,0,0,338,2,10,10,8,61,9,0,110,0.08,0,88,0.17,0,1
8.1,2.7,69,93400,0,0,267,0,0,0,0,0,0,0,338,1,10,10,6.4,61,9,0,110,0.08,0,88,0.17,0,1
8,2.4,68,93600,0,0,266,33,108,25,14350,11375,2975,515,338,1,10,10,4.8,61,9,0,110,0.08,0,88,0.17,0,1
8.1,2.1,66,93500,41,833,265,194,506,72,61678,53083,8594,1443,338,1,10,10,3.2,61,9,0,120,0.08,0,88,0.17,0,1
9.1,2.4,63,93600,253,1408,270,352,758,64,87228,79625,7603,1358,338,2,10,10,12.8,183,9,0,120,0.08,0,88,0.17,0,1
10.6,3,59,93600,453,1408,277,468,828,72,95511,86917,8594,1667,45,1,10,10,12.8,183,9,0,129,0.08,0,88,0.17,0,1
12.3,3,53,93700,600,1408,284,524,828,86,97164,86917,10247,2100,360,1,10,10,11.2,244,9,0,129,0.08,0,88,0.17,0,1
14.4,1.8,42,93600,685,1408,289,508,767,103,92731,80500,12231,2507,45,1,10,10,12.8,244,9,0,129,0.08,0,88,0.17,0,1
15.1,1.8,41,93600,702,1408,292,444,725,97,87694,76125,11569,2245,360,1,10,10,11.2,183,9,0,139,0.08,0,88,0.17,0,1
15.9,2.4,40,93600,648,1408,297,339,681,81,81044,71458,9586,1713,158,2,10,10,6.4,244,9,0,129,0.08,0,88,0.17,0,1
15.9,3.6,44,93600,529,1408,300,200,542,69,65139,56875,8264,1388,180,2,10,10,4.8,183,9,0,129,0.08,0,88,0.17,0,1
15.4,4.2,47,93600,352,1408,299,31,83,25,11725,8750,2975,514,158,1,10,10,4.8,122,9,0,129,0.08,0,88,0.17,0,1
15.4,4.2,47,93600,131,1408,299,0,0,0,0,0,0,0,158,1,10,10,8,122,9,0,120,0.08,0,88,0.17,0,1
15.2,5.2,51,93600,0,82,300,0,0,0,0,0,0,0,68,1,10,10,11.2,122,9,0,120,0.08,0,88,0.17,0,1
14.4,5.5,55,93700,0,0,298,0,0,0,0,0,0,0,68,1,10,10,12.8,183,9,0,120,0.08,0,88,0.17,0,1
13.8,6,59,93600,0,0,296,0,0,0,0,0,0,0,90,1,10,10,14.4,244,9,0,110,0.08,0,88,0.17,0,1
13.4,6,61,93600,0,0,295,0,0,0,0,0,0,0,68,1,10,10,16,183,9,0,110,0.08,0,88,0.17,0,1
13.4,6,61,93600,0,0,295,0,0,0,0,0,0,0,45,0,10,10,16,396,9,0,110,0.08,0,88,0.17,0,1
13,5.8,61,93600,0,0,292,0,0,0,0,0,0,0,315,2,10,10,16,396,9,0,100,0.08,0,88,0.17,0,1
11.8,4.7,62,93600,0,0,285,0,0,0,0,0,0,0,338,2,10,10,16,396,9,0,100,0.08,0,88,0.17,0,1
11.3,3.6,59,93700,0,0,281,0,0,0,0,0,0,0,338,2,10,10,12.8,335,9,0,100,0.079,0,88,0.17,0,1
10.8,2.7,57,93600,0,0,277,0,0,0,0,0,0,0,338,2,10,10,16,396,9,0,100,0.079,0,88,0.17,0,1
10.7,3,59,93600,0,0,277,0,0,0,0,0,0,0,338,2,10,10,16,579,9,0,89,0.079,0,88,0.17,0,1
10.2,3.6,64,93600,0,0,277,0,0,0,0,0,0,0,315,3,10,10,16,3048,9,0,89,0.079,0,88,0.17,0,1
9.7,3.3,64,93600,0,0,274,0,0,0,0,0,0,0,338,2,10,10,16,2134,9,0,89,0.079,0,88,0.17,0,1
9.6,4.4,70,93700,0,0,276,0,0,0,0,0,0,0,360,1,10,10,16,2438,9,0,89,0.079,0,88,0.17,0,1
8.9,5.5,79,93800,0,0,275,6,0,6,661,0,661,115,338,1,10,10,16,1524,9,0,89,0.079,0,88,0.17,0,1
8.9,5.5,79,93800,39,833,275,22,0,22,2644,0,2644,444,338,1,10,10,16,2286,9,0,89,0.079,0,88,0.17,0,1
9,5.8,80,93800,249,1408,276,8,0,8,992,0,992,177,338,1,10,10,16,1981,9,0,89,0.079,0,88,0.17,0,1
8.7,5.5,80,93900,449,1408,275,25,0,25,2975,0,2975,575,338,3,10,10,16,2134,9,0,89,0.079,0,88,0.17,0,1
8.9,5.8,81,94000,597,1408,276,50,0,50,5950,0,5950,1216,338,2,10,10,16,2896,9,0,80,0.079,0,88,0.17,0,1
9,6.3,83,93900,682,1408,277,56,0,56,6611,0,6611,1352,338,3,8,8,16,3048,9,0,80,0.079,0,88,0.17,0,1
9.4,6.7,83,93900,699,1408,280,56,0,56,6611,0,6611,1281,315,3,8,8,16,3353,9,0,80,0.079,0,88,0.17,0,1
9.5,7.2,86,93900,646,1408,281,39,0,39,4628,0,4628,826,338,3,0,0,16,77777,9,0,80,0.079,0,88,0.17,0,1
10,7.9,87,93900,527,1408,285,25,0,25,2975,0,2975,499,338,3,0,0,16,77777,9,0,80,0.079,0,88,0.17,0,1
10.1,8.1,87,93900,351,1408,286,6,0,6,661,0,661,114,338,3,0,0,16,77777,9,0,80,0.079,0,88,0.17,0,1
10.4,8.5,88,93900,131,1408,288,0,0,0,0,0,0,0,315,3,0,0,16,77777,9,0,80,0.079,0,88,0.17,0,1
10.8,8.7,87,93900,0,82,290,0,0,0,0,0,0,0,338,4,0,0,16,77777,9,0,80,0.079,0,88,0.17,0,1
11.3,9.5,89,93900,0,0,294,0,0,0,0,0,0,0,338,3,0,0,16,77777,9,0,69,0.079,0,88,0.17,0,1
11.2,9.1,87,93900,0,0,292,0,0,0,0,0,0,0,338,2,0,0,16,77777,9,0,69,0.079,0,88,0.17,0,1
11.1,8.9,87,93900,0,0,292,0,0,0,0,0,0,0,23,1,0,0,16,77777,9,0,69,0.079,0,88,0.17,0,1
11.2,8.7,85,93900,0,0,291,0,0,0,0,0,0,0,338,1,0,0,16,77777,9,0,69,0.079,0,88,0.17,0,1
11.1,8.5,84,93900,0,0,291,0,0,0,0,0,0,0,23,2,0,0,16,77777,9,0,69,0.079,0,88,0.17,0,1
11.3,7.9,79,93800,0,0,290,0,0,0,0,0,0,0,360,2,0,0,16,77777,9,0,69,0.079,0,88,0.17,0,1
11,7.4,79,93900,0,0,288,0,0,0,0,0,0,0,23,1,0,0,16,77777,9,0,69,0.079,0,88,0.17,0,1
11.1,7.4,78,93800,0,0,288,0,0,0,0,0,0,0,90,1,0,0,16,77777,9,0,69,0.079,0,88,0.17,0,1
10.9,7.6,80,93700,0,0,288,0,0,0,0,0,0,0,45,1,0,0,16,77777,9,0,69,0.079,0,88,0.17,0,1
10.9,7.4,79,93600,0,0,287,0,0,0,0,0,0,0,45,1,0,0,16,77777,9,0,60,0.079,0,88,0.17,0,1
11.3,5.8,69,93600,0,0,286,0,0,0,0,0,0,0,23,1,0,0,16,77777,9,0,60,0.079,0,88,0.17,0,1
10.5,4.7,67,93700,0,0,280,0,0,0,0,0,0,0,23,2,0,0,16,77777,9,0,60,0.079,0,88,0.17,0,1
10,4.2,67,93900,0,0,277,40,233,25,27475,24500,2975,517,338,3,0,0,16,77777,9,0,60,0.079,0,88,0.17,0,1
11.2,3.3,58,93700,37,810,280,204,586,67,69475,61542,7933,1330,338,4,0,0,16,77777,9,0,60,0.079,0,88,0.17,0,1
11,4.4,64,93800,245,1409,282,332,642,92,78283,67375,10908,1941,45,2,0,0,16,77777,9,0,60,0.079,0,88,0.17,0,1
12.2,5,61,93900,445,1409,287,469,839,72,96678,88083,8594,1658,45,2,0,0,16,77777,9,0,60,0.079,0,88,0.17,0,1
12.7,3.9,55,94000,594,1409,287,520,833,83,97417,87500,9917,2022,23,2,2,2,16,77777,9,0,60,0.079,0,88,0.17,0,1
14,4.2,52,93900,679,1409,293,501,717,125,90125,75250,14875,3036,23,2,0,0,16,77777,9,0,60,0.079,0,88,0.17,0,1
14.2,3.3,48,93600,697,1409,292,414,561,147,76436,58917,17519,3389,23,2,0,0,16,77777,9,0,60,0.079,0,88,0.17,0,1
14.1,2.4,45,93800,644,1409,289,294,417,136,59947,43750,16197,2890,45,3,0,0,16,77777,9,0,60,0.079,0,88,0.17,0,1
13.8,3.3,49,93700,526,1409,290,194,600,50,68950,63000,5950,999,45,2,0,0,16,77777,9,0,69,0.079,0,88,0.17,0,1
13.5,3.6,51,93700,350,1409,290,38,192,25,23100,20125,2975,515,45,2,1,1,16,77777,9,0,69,0.079,0,88,0.17,0,1
12,3.9,58,93600,130,1409,284,0,0,0,0,0,0,0,68,3,3,2,16,77777,9,0,80,0.079,0,88,0.17,0,1
11.6,3.9,59,93500,0,82,283,0,0,0,0,0,0,0,90,3,0,0,16,77777,9,0,80,0.079,0,88,0.17,0,1
11.1,3.6,60,93400,0,0,280,0,0,0,0,0,0,0,45,2,0,0,16,77777,9,0,89,0.079,0,88,0.17,0,1
10.9,3.6,61,93400,0,0,279,0,0,0,0,0,0,0,68,2,3,3,16,77777,9,0,89,0.079,0,88,0.17,0,1
10.8,3.3,60,93300,0,0,278,0,0,0,0,0,0,0,68,2,1,1,16,77777,9,0,100,0.079,0,88,0.17,0,1
11,3,58,93300,0,0,278,0,0,0,0,0,0,0,68,2,3,2,16,77777,9,0,100,0.079,0,88,0.17,0,1
10.8,2.7,57,93200,0,0,277,0,0,0,0,0,0,0,45,1,5,3,16,77777,9,0,110,0.079,0,88,0.17,0,1
10.9,2.7,57,93200,0,0,277,0,0,0,0,0,0,0,23,1,10,10,16,2286,9,0,110,0.079,0,88,0.17,0,1
10.8,3.3,60,93300,0,0,278,0,0,0,0,0,0,0,23,2,10,10,16,427,9,0,120,0.078,0,88,0.17,0,1
10.4,3.3,62,93100,0,0,277,0,0,0,0,0,0,0,338,1,10,10,16,366,9,0,110,0.078,0,88,0.17,0,1
10.1,3.3,63,93000,0,0,276,0,0,0,0,0,0,0,338,1,10,10,16,366,9,0,110,0.078,0,88,0.17,0,1
10.2,3.6,64,93000,0,0,277,0,0,0,0,0,0,0,338,1,10,10,16,366,9,0,110,0.078,0,88,0.17,0,1
9.9,3.6,65,93000,0,0,275,0,0,0,0,0,0,0,338,1,10,10,16,427,9,0,100,0.078,0,88,0.17,0,1
9.7,3.6,66,93000,0,0,275,0,0,0,0,0,0,0,23,1,10,10,16,366,9,0,100,0.078,0,88,0.17,0,1
9.5,3.6,67,93000,0,0,274,8,0,8,992,0,992,173,315,2,10,10,16,305,9,0,89,0.078,0,88,0.17,0,1
9.6,3.6,66,93000,35,787,274,106,64,92,17617,6708,10908,1828,338,1,10,10,12.8,305,9,0,89,0.078,0,88,0.17,0,1
10.4,3.9,64,93000,242,1409,278,261,261,164,46919,27417,19503,3465,360,1,10,10,6.4,305,9,0,89,0.078,0,88,0.17,0,1
11.4,4.7,64,93000,442,1409,284,197,42,178,25531,4375,21156,4072,338,2,10,10,14.4,305,9,0,80,0.078,0,88,0.17,0,1
11.5,4.2,61,93000,590,1409,283,158,0,158,18842,0,18842,3832,338,2,10,10,11.2,366,9,0,80,0.078,0,88,0.17,0,1
12,3.9,58,93000,677,1409,284,119,0,119,14214,0,14214,2895,338,1,10,10,9.6,305,9,0,69,0.078,0,88,0.17,0,1
12.3,4.4,59,93000,694,1409,287,180,22,169,22497,2333,20164,3895,23,1,10,10,8,427,9,0,69,0.078,0,88,0.17,0,1
12.5,5,60,93000,643,1409,289,42,0,42,4958,0,4958,884,360,2,10,10,16,884,9,0,69,0.078,0,88,0.17,0,1
11,6.2,73,93000,525,1409,285,8,0,8,992,0,992,166,315,3,10,10,16,1036,9,0,69,0.078,0,88,0.17,0,1
9.3,6.3,81,93000,349,1409,279,3,0,3,331,0,331,57,315,4,10,10,16,914,9,0,69,0.078,0,88,0.17,0,1
9.4,6.7,83,93000,130,1409,280,0,0,0,0,0,0,0,315,3,9,8,16,1158,9,0,69,0.078,0,88,0.17,0,1
9.4,6.7,83,93000,0,82,280,0,0,0,0,0,0,0,315,3,5,5,16,77777,9,0,60,0.078,0,88,0.17,0,1
9.5,7.2,86,93100,0,0,281,0,0,0,0,0,0,0,360,1,4,2,16,77777,9,0,60,0.078,0,88,0.17,0,1
9.4,7.2,86,93100,0,0,281,0,0,0,0,0,0,0,338,2,4,4,16,77777,9,0,60,0.078,0,88,0.17,0,1
9.4,7,85,93100,0,0,280,0,0,0,0,0,0,0,338,2,0,0,16,77777,9,0,60,0.078,0,88,0.17,0,1
9.7,6.5,80,93100,0,0,281,0,0,0,0,0,0,0,315,2,0,0,16,77777,9,0,60,0.078,0,88,0.17,0,1
9.8,6.3,79,93100,0,0,281,0,0,0,0,0,0,0,315,2,0,0,16,77777,9,0,60,0.078,0,88,0.17,0,1
9.8,6.7,81,93100,0,0,282,0,0,0,0,0,0,0,293,2,0,0,16,77777,9,0,60,0.078,0,88,0.17,0,1
8.8,6.5,85,93200,0,0,277,0,0,0,0,0,0,0,315,2,0,0,16,77777,9,0,60,0.078,0,88,0.17,0,1
7.9,6,88,92900,0,0,273,0,0,0,0,0,0,0,203,0,1,1,16,77777,9,0,60,0.078,0,88,0.17,0,1
8.5,6.5,87,93000,0,0,276,0,0,0,0,0,0,0,225,1,2,2,16,77777,9,0,60,0.078,0,88,0.17,0,1
7.9,6,88,93000,0,0,273,0,0,0,0,0,0,0,225,0,4,3,16,77777,9,0,60,0.078,0,88,0.17,0,1
7.9,6.3,89,92900,0,0,273,0,0,0,0,0,0,0,225,0,6,4,16,77777,9,0,60,0.078,0,88,0.17,0,1
7.5,5.8,89,92900,0,0,271,0,0,0,0,0,0,0,315,1,8,4,16,77777,9,0,60,0.078,0,88,0.17,0,1
8,6,87,93100,0,0,273,38,172,28,21389,18083,3306,576,315,2,8,4,16,77777,9,0,60,0.078,0,88,0.17,0,1
8.6,6.3,85,92900,33,763,276,188,625,44,70914,65625,5289,886,293,1,9,5,16,77777,9,0,60,0.078,0,88,0.17,0,1
10.4,7,79,93000,238,1409,284,344,767,61,87772,80500,7272,1290,360,1,9,4,16,77777,9,0,60,0.078,0,88,0.17,0,1
10.8,6.5,75,93000,438,1409,285,456,814,75,94383,85458,8925,1714,315,1,10,9,16,2591,9,0,60,0.078,0,88,0.17,0,1
13.1,7.4,68,93000,587,1409,296,521,853,78,98797,89542,9256,1878,338,1,9,6,16,77777,9,0,60,0.078,0,88,0.17,0,1
14.6,5.5,54,93000,674,1409,298,524,856,78,99089,89833,9256,1881,338,1,9,6,16,77777,9,0,60,0.078,0,88,0.17,0,1
15.5,4.7,49,92900,692,1409,300,462,819,75,94967,86042,8925,1722,315,1,10,7,16,77777,9,0,60,0.078,0,88,0.17,0,1
16.2,4.7,46,92800,641,1409,303,351,764,64,87811,80208,7603,1355,338,1,9,7,16,77777,9,0,69,0.078,0,88,0.17,0,1
15.8,3.3,43,92800,523,1409,298,191,569,56,66403,59792,6611,1109,293,1,9,7,16,77777,9,0,69,0.078,0,88,0.17,0,1
15.8,3.6,44,92800,348,1409,299,39,194,25,23392,20417,2975,515,270,1,9,8,16,77777,9,0,80,0.078,0,88,0.17,0,1
12.6,4.7,59,92700,129,1409,288,0,0,0,0,0,0,0,270,1,10,10,16,1463,9,0,80,0.078,0,88,0.17,0,1
11.7,5.2,65,92700,0,82,286,0,0,0,0,0,0,0,270,1,10,10,16,2438,9,0,89,0.078,0,88,0.17,0,1
11.5,5.5,67,92600,0,0,286,0,0,0,0,0,0,0,315,3,10,10,16,1219,9,0,100,0.078,0,88,0.17,0,1
12.7,2.7,51,92500,0,0,285,0,0,0,0,0,0,0,315,3,10,10,16,2438,9,0,100,0.078,0,88,0.17,0,1
11.8,1.1,48,92500,0,0,278,0,0,0,0,0,0,0,338,3,10,10,16,2438,9,0,110,0.078,0,88,0.17,0,1
11.2,0.4,47,92500,0,0,274,0,0,0,0,0,0,0,315,3,10,10,16,2286,9,0,110,0.078,0,88,0.17,0,1
10.7,-1.1,44,92400,0,0,269,0,0,0,0,0,0,0,315,3,10,10,12.8,1524,9,0,120,0.078,0,88,0.17,0,1
10.2,-1.4,44,92400,0,0,266,0,0,0,0,0,0,0,338,3,10,10,6.4,1128,9,0,129,0.078,0,88,0.17,0,1
9.8,-2.3,43,92400,0,0,263,0,0,0,0,0,0,0,338,3,10,10,11.2,975,9,0,129,0.077,0,88,0.17,0,1
9.8,-2.7,41,92300,0,0,262,0,0,0,0,0,0,0,315,3,10,10,16,457,9,0,139,0.077,0,88,0.17,0,1
9.5,-3.1,41,92300,0,0,260,0,0,0,0,0,0,0,338,4,10,10,16,396,9,0,139,0.077,0,88,0.17,0,1
9.2,-3.1,42,92300,0,0,259,0,0,0,0,0,0,0,338,3,10,10,16,335,9,0,139,0.077,0,88,0.17,0,1
8.8,-4.1,40,92300,0,0,255,0,0,0,0,0,0,0,338,4,10,10,9.6,274,9,0,150,0.077,0,88,0.17,0,1
8.6,-4.1,41,92300,0,0,255,0,0,0,0,0,0,0,338,3,10,10,16,274,9,0,150,0.077,0,88,0.17,0,1
8.8,-4.5,39,92400,0,0,254,42,208,31,25511,21875,3636,635,338,3,10,10,16,274,9,0,150,0.077,0,88,0.17,0,1
9.4,-4.1,38,92400,31,740,258,178,367,94,49739,38500,11239,1882,338,3,10,10,16,335,9,0,150,0.077,0,88,0.17,2,1
10.3,-5,34,92400,234,1410,259,208,189,139,36361,19833,16528,2927,338,3,10,10,11.2,335,9,0,160,0.077,0,88,0.17,4,1
11.2,-5,32,92500,435,1410,262,480,678,164,90669,71167,19503,3738,338,4,10,10,12.8,396,9,0,160,0.077,0,88,0.17,2,1
12.2,-5,30,92500,584,1410,266,542,906,72,103678,95083,8594,1740,338,4,10,10,14.4,396,9,0,160,0.077,0,88,0.17,2,1
13.1,-4.5,29,92500,671,1410,270,542,903,72,103386,94792,8594,1744,338,4,10,10,16,518,9,0,170,0.077,0,88,0.17,5,1
13.5,-2.7,32,92500,690,1410,276,481,878,67,100100,92167,7933,1529,338,3,10,10,16,518,9,0,170,0.077,0,88,0.17,1,1
13.8,-4.1,29,92400,639,1410,274,363,819,56,92653,86042,6611,1178,338,4,10,10,16,1981,9,0,160,0.077,0,88,0.17,7,1
13.2,-4.1,30,92400,522,1410,272,205,617,58,71692,64750,6942,1165,338,4,8,8,16,3048,9,0,160,0.077,0,88,0.17,2,1
12.2,-4.5,31,92400,348,1410,267,39,203,25,24267,21292,2975,515,338,4,8,8,16,3048,9,0,150,0.077,0,88,0.17,7,1
10.4,-6.1,31,92400,129,1410,257,0,0,0,0,0,0,0,315,5,10,10,16,1981,9,0,139,0.077,0,88,0.17,2,1
9.5,-6.1,33,92400,0,82,254,0,0,0,0,0,0,0,338,5,10,10,16,1524,9,0,129,0.077,0,88,0.17,8,1
9,-6.6,33,92300,0,0,251,0,0,0,0,0,0,0,338,5,10,10,16,1463,9,0,129,0.077,0,88,0.17,0,1
8.9,-6.6,33,92400,0,0,250,0,0,0,0,0,0,0,338,4,1,1,16,77777,9,0,120,0.077,0,88,0.17,0,1
8.9,-6.6,33,92400,0,0,250,0,0,0,0,0,0,0,338,5,10,10,16,2286,9,0,110,0.077,0,88,0.17,1,1
8.9,-7.2,31,92400,0,0,249,0,0,0,0,0,0,0,338,4,10,10,16,2438,9,0,110,0.077,0,88,0.17,0,1
9,-6.6,33,92500,0,0,251,0,0,0,0,0,0,0,315,3,0,0,16,77777,9,0,100,0.077,0,88,0.17,1,1
8.6,-6.1,35,92500,0,0,250,0,0,0,0,0,0,0,315,4,3,2,16,77777,9,0,89,0.077,0,88,0.17,2,1
8.5,-6.6,34,92400,0,0,249,0,0,0,0,0,0,0,315,5,2,2,16,77777,9,0,89,0.077,0,88,0.17,0,1
8.3,-6.6,34,92500,0,0,248,0,0,0,0,0,0,0,315,4,3,3,16,77777,9,0,89,0.077,0,88,0.17,0,1
8.4,-6.6,34,92500,0,0,249,0,0,0,0,0,0,0,360,2,5,4,16,77777,9,0,89,0.077,0,88,0.17,3,1
7.5,-5.5,39,92400,0,0,248,0,0,0,0,0,0,0,338,2,4,4,16,77777,9,0,89,0.077,0,88,0.17,8,1
7.7,-5.5,39,92400,0,0,248,0,0,0,0,0,0,0,90,1,5,5,16,77777,9,0,89,0.077,0,88,0.17,8,1
7.1,-4.5,43,92400,0,0,248,0,0,0,0,0,0,0,23,2,5,4,16,77777,9,0,89,0.077,0,88,0.17,7,1
6.6,-4,47,92500,0,0,247,38,194,28,23722,20417,3306,578,23,2,3,2,16,77777,9,0,89,0.077,0,88,0.17,1,1
7,-4,45,92500,30,717,249,188,528,69,63681,55417,8264,1383,360,1,1,1,16,77777,9,0,89,0.077,0,88,0.17,0,1
8.1,-5,39,92600,231,1410,251,344,786,58,89483,82542,6942,1228,360,2,0,0,16,77777,9,0,89,0.077,0,88,0.17,0,1
9.3,-4.1,39,92700,432,1410,257,458,839,69,96347,88083,8264,1581,45,1,0,0,16,77777,9,0,89,0.077,0,88,0.17,0,1
10.3,-4.5,35,92700,582,1410,260,521,864,75,99633,90708,8925,1803,23,1,4,4,16,77777,9,0,89,0.077,0,88,0.17,0,1
11.9,-3.1,35,92700,669,1410,269,516,839,81,97669,88083,9586,1942,68,1,8,8,16,1829,9,0,89,0.077,0,88,0.17,0,1
12.3,-3.1,34,92600,688,1410,270,457,806,78,93839,84583,9256,1782,135,1,10,10,16,1676,9,0,89,0.077,0,88,0.17,0,1
12.8,-3.1,33,92700,638,1410,272,340,700,78,82756,73500,9256,1648,180,2,10,10,16,1036,9,0,89,0.077,0,88,0.17,0,1
12.4,-3.6,33,92700,522,1410,270,188,533,61,63272,56000,7272,1220,180,2,10,10,16,1006,9,0,100,0.077,0,88,0.17,0,1
12.3,-2.3,36,92900,347,1410,272,35,147,25,18433,15458,2975,515,158,2,10,10,16,823,9,0,100,0.077,0,88,0.17,0,1
12.4,-1.1,39,92900,129,1410,275,0,0,0,0,0,0,0,158,2,10,10,16,701,9,0,100,0.077,0,88,0.17,0,1
12.2,3,53,93000,0,82,283,0,0,0,0,0,0,0,158,3,10,10,16,914,9,0,100,0.077,0,88,0.17,0,1
11.8,0.8,47,93100,0,0,277,0,0,0,0,0,0,0,158,2,10,10,16,914,9,0,110,0.077,0,88,0.17,0,1
11.3,0.1,46,93100,0,0,273,0,0,0,0,0,0,0,68,1,10,10,16,762,9,0,110,0.077,0,88,0.17,0,1
11.1,-0.7,44,93100,0,0,271,0,0,0,0,0,0,0,68,2,10,10,16,762,9,0,110,0.077,0,88,0.17,0,1
10.9,-0.7,45,93100,0,0,270,0,0,0,0,0,0,0,45,2,8,8,16,823,9,0,120,0.077,0,88,0.17,0,1
10.8,0.1,47,93200,0,0,271,0,0,0,0,0,0,0,338,1,10,10,16,762,9,0,120,0.077,0,88,0.17,0,1
10.5,0.4,50,93200,0,0,271,0,0,0,0,0,0,0,338,2,9,8,16,701,9,0,120,0.077,0,88,0.17,0,1
9.5,0.4,53,93300,0,0,267,0,0,0,0,0,0,0,293,1,10,10,16,518,9,0,129,0.076,0,88,0.17,0,1
9.8,-0.3,49,93300,0,0,267,0,0,0,0,0,0,0,338,1,10,10,16,518,9,0,120,0.076,0,88,0.17,2,1
8.8,-1.8,47,93300,0,0,260,0,0,0,0,0,0,0,315,1,10,10,16,518,9,0,120,0.076,0,88,0.17,0,1
8.6,-1.8,48,93200,0,0,259,0,0,0,0,0,0,0,338,2,5,5,16,77777,9,0,110,0.076,0,88,0.17,0,1
8.8,-1.8,47,93300,0,0,260,0,0,0,0,0,0,0,338,2,8,8,16,518,9,0,110,0.076,0,88,0.17,0,1
8.5,-2.3,47,93300,0,0,258,0,0,0,0,0,0,0,338,3,0,0,16,77777,9,0,100,0.076,0,88,0.17,0,1
8.4,-1.8,49,93500,0,0,258,6,0,6,661,0,661,116,360,3,7,5,14.4,77777,9,0,100,0.076,0,88,0.17,2,1
8.6,-1.4,49,93400,28,694,260,56,0,56,6611,0,6611,1106,338,1,5,3,14.4,77777,9,0,89,0.076,0,88,0.17,5,1
8.7,-1.4,49,93500,228,1411,260,75,0,75,8925,0,8925,1576,338,2,3,2,14.4,77777,9,0,89,0.076,0,88,0.17,0,1
9.3,-1.4,47,93500,429,1411,263,173,8,169,21039,875,20164,3849,338,1,5,4,16,77777,9,0,80,0.076,0,88,0.17,0,1
10.2,-1.1,46,93600,579,1411,267,161,0,161,19172,0,19172,3866,360,3,5,5,16,77777,9,0,80,0.076,0,88,0.17,0,1
10.6,-0.7,46,93500,667,1411,269,158,0,158,18842,0,18842,3811,315,2,2,2,16,77777,9,0,69,0.076,0,88,0.17,0,1
10.9,-0.3,46,93400,687,1411,271,167,0,167,19833,0,19833,3814,338,2,2,2,16,77777,9,0,69,0.076,0,88,0.17,0,1
11.4,1.1,49,93500,637,1411,276,108,0,108,12892,0,12892,2295,338,2,5,5,16,77777,9,0,69,0.076,0,88,0.17,0,1
11.5,0.8,48,93500,521,1411,276,67,0,67,7933,0,7933,1331,338,2,4,4,16,77777,9,0,80,0.076,0,88,0.17,0,1
11.5,0.1,45,93500,347,1411,274,17,0,17,1983,0,1983,343,338,2,0,0,16,77777,9,0,80,0.076,0,88,0.17,0,1
11.3,0.1,46,93400,129,1411,273,0,0,0,0,0,0,0,23,1,0,0,16,77777,9,0,89,0.076,0,88,0.17,0,1
11.3,0.1,46,93400,0,82,273,0,0,0,0,0,0,0,338,1,0,0,16,77777,9,0,89,0.076,0,88,0.17,0,1
11.4,0.8,48,93300,0,0,275,0,0,0,0,0,0,0,315,2,0,0,16,77777,9,0,89,0.076,0,88,0.17,0,1
11.6,1.1,49,93400,0,0,277,0,0,0,0,0,0,0,315,2,0,0,16,77777,9,0,100,0.076,0,88,0.17,0,1
11.3,1.8,52,93300,0,0,277,0,0,0,0,0,0,0,315,2,0,0,16,77777,9,0,100,0.076,0,88,0.17,0,1
11.4,1.8,52,93300,0,0,277,0,0,0,0,0,0,0,338,1,0,0,16,77777,9,0,110,0.076,0,88,0.17,0,1
